throughput,delay,jitter,packet_loss,label
1005.74,65.83,10.87,2.91,normal
807.55,141.02,5.76,1.69,normal
1146.36,10.83,10.09,0.54,normal
1541.3,75.59,11.65,0.9,normal
942.73,72.6,18.39,0.52,normal
1215.93,102.53,3.45,0.0,normal
612.02,36.25,12.41,0.54,normal
713.07,10.0,17.41,0.0,normal
1141.72,76.27,13.79,0.31,normal
1445.23,81.25,14.16,2.95,normal
1106.68,129.58,12.94,1.73,normal
906.08,19.19,16.49,0.0,normal
999.79,116.19,4.56,0.39,normal
624.88,164.7,3.07,0.0,normal
1181.35,54.89,9.97,0.41,normal
1264.7,18.36,1.0,2.06,normal
864.37,53.72,16.15,1.48,normal
858.99,70.56,16.1,4.23,normal
1079.76,92.55,7.83,2.29,normal
868.98,46.34,8.15,0.81,normal
980.16,132.21,9.64,1.52,normal
1629.92,25.42,10.26,0.2,normal
925.89,10.0,10.64,0.0,normal
892.5,114.27,12.79,2.46,normal
805.74,10.0,9.14,2.01,normal
1223.26,61.83,14.72,0.14,normal
945.63,194.71,12.23,0.91,normal
805.19,69.52,6.97,2.36,normal
1396.39,25.17,16.68,1.77,normal
1425.88,67.7,3.21,0.0,normal
819.87,67.97,9.54,0.87,normal
440.04,76.43,14.83,0.25,normal
1302.25,96.49,6.38,2.17,normal
794.61,28.44,11.55,2.05,normal
1237.19,137.5,12.72,2.48,normal
408.97,79.8,5.7,0.0,normal
1267.78,99.07,9.64,0.0,normal
636.65,44.87,9.22,2.17,normal
1219.23,121.46,7.24,0.0,normal
1004.28,59.72,21.51,0.0,normal
713.82,81.1,6.18,1.3,normal
877.89,32.68,15.02,0.0,normal
1205.9,30.12,8.04,3.18,normal
1031.77,97.53,4.57,0.94,normal
1175.32,52.26,10.51,0.74,normal
1592.93,35.85,13.25,0.0,normal
530.73,44.27,14.6,2.89,macet
1485.16,97.96,17.81,1.04,normal
1031.31,44.84,24.73,0.0,normal
730.36,65.29,11.25,0.0,normal
600.91,70.6,6.68,0.39,normal
943.26,10.0,12.26,0.0,normal
1276.5,11.15,8.67,2.04,normal
961.74,83.45,14.63,0.0,normal
1453.35,40.52,3.51,0.29,normal
564.65,112.27,21.84,1.42,macet
996.37,108.67,14.28,1.01,normal
624.28,98.77,1.58,0.0,normal
1109.09,142.79,6.45,1.49,normal
1266.07,66.68,14.08,0.0,normal
873.77,95.96,15.88,0.47,normal
218.74,46.62,3.64,1.48,normal
1059.68,168.09,13.57,1.19,normal
1131.02,149.35,1.0,0.0,normal
1121.29,70.48,9.55,2.3,normal
1370.73,85.46,15.56,0.63,normal
678.68,124.37,7.24,1.61,normal
1204.06,64.11,2.47,2.79,normal
1357.75,43.74,10.73,2.18,normal
466.42,104.96,6.98,2.18,macet
1095.9,73.14,13.15,0.79,normal
848.75,77.32,5.57,1.69,normal
975.54,36.63,6.14,0.82,normal
1104.3,10.0,1.0,0.0,normal
853.83,79.45,10.85,0.95,normal
797.29,106.2,9.2,0.88,normal
1010.25,60.97,4.06,1.38,normal
673.83,127.46,10.97,0.31,normal
674.25,41.84,15.14,0.0,normal
1203.81,27.81,8.92,1.48,normal
655.36,67.31,11.34,0.0,normal
1199.89,66.7,11.37,2.69,normal
1138.78,100.8,3.98,0.15,normal
482.26,39.0,20.28,0.87,macet
796.73,124.72,7.65,1.34,normal
1358.23,148.68,13.28,1.39,normal
705.65,68.43,13.85,0.0,normal
860.68,119.99,9.3,1.74,normal
1138.62,27.74,13.03,0.95,normal
1235.02,113.01,11.23,0.0,normal
924.54,111.89,2.91,0.0,normal
820.75,104.54,8.34,0.0,normal
1426.71,69.38,6.94,0.0,normal
1521.67,10.0,7.69,3.08,normal
1293.66,44.33,3.48,2.73,normal
1025.6,44.96,15.63,1.18,normal
757.52,30.87,18.01,0.16,normal
750.87,74.89,14.89,0.2,normal
1156.75,53.24,16.35,1.64,normal
1125.52,37.02,8.28,3.14,normal
1420.48,27.65,6.82,0.0,normal
1195.14,41.38,6.11,0.0,normal
549.08,114.86,13.22,2.82,macet
1315.58,43.56,11.14,0.0,normal
700.58,49.4,9.61,0.0,normal
884.81,51.73,16.48,0.13,normal
1075.06,83.56,12.02,0.0,normal
1598.7,88.25,5.81,2.17,normal
1932.98,10.0,6.6,1.79,normal
1182.02,110.87,13.41,0.0,normal
945.04,127.45,15.21,2.42,normal
1160.35,27.99,12.76,2.67,normal
1266.3,31.11,19.48,0.33,normal
903.8,51.99,18.18,0.0,normal
1538.56,39.76,12.21,3.89,normal
1069.02,78.96,5.81,1.58,normal
1149.32,10.0,3.45,0.88,normal
1199.78,25.28,8.06,2.55,normal
1126.48,131.57,13.77,0.95,normal
1251.68,32.87,19.13,0.0,normal
814.82,119.74,12.09,0.62,normal
832.51,84.21,15.84,2.06,normal
669.95,10.0,8.77,0.0,normal
1131.85,95.41,13.11,0.07,normal
1233.68,65.29,14.12,2.57,normal
1137.33,51.78,1.0,0.0,normal
1502.35,79.8,7.93,2.82,normal
998.32,88.99,14.75,2.62,normal
1200.62,98.3,11.37,0.4,normal
672.49,117.13,4.02,0.0,normal
883.87,86.33,1.0,0.07,normal
1208.66,14.97,8.17,4.5,normal
1254.73,51.05,9.64,3.31,normal
911.81,187.72,5.58,0.69,normal
978.52,98.98,10.72,0.0,normal
544.64,164.77,12.53,0.68,macet
892.89,125.82,13.35,0.87,normal
1267.11,79.67,1.0,0.0,normal
1172.56,82.06,3.43,0.62,normal
1150.2,68.54,8.48,2.48,normal
1014.93,10.0,12.86,0.0,normal
1002.12,70.72,12.45,1.74,normal
801.9,118.43,12.36,2.56,normal
1209.65,46.01,8.08,0.0,normal
1126.29,86.48,8.36,3.04,normal
1147.61,104.06,6.36,0.0,normal
842.19,33.61,13.84,1.16,normal
354.0,51.95,5.4,0.04,normal
1329.15,29.28,14.25,0.04,normal
856.35,37.11,11.04,0.0,normal
741.17,18.5,9.77,1.55,normal
1208.04,33.98,6.72,1.77,normal
882.4,126.78,3.22,0.4,normal
1317.98,33.38,6.76,0.0,normal
1185.1,75.06,8.35,1.1,normal
1205.07,49.89,1.0,1.13,normal
590.21,117.15,9.01,0.17,macet
1363.58,122.45,14.62,3.3,normal
1078.38,104.56,12.84,0.0,normal
889.22,82.25,7.52,0.0,normal
1043.02,60.76,10.23,0.0,normal
467.13,22.33,7.22,1.57,normal
1122.6,147.74,10.74,0.0,normal
691.19,39.61,17.7,0.0,normal
594.2,96.55,14.84,1.93,normal
543.29,112.38,12.6,1.19,macet
1333.81,47.79,7.54,1.07,normal
811.22,111.52,13.75,1.67,normal
1460.12,100.57,1.57,0.0,normal
839.26,139.12,8.74,0.0,normal
487.79,51.23,12.92,1.71,normal
665.04,18.57,13.7,0.0,normal
1370.74,49.78,13.35,0.0,normal
953.23,78.35,11.47,0.0,normal
835.51,72.33,9.02,1.9,normal
1048.01,54.26,12.69,0.88,normal
1150.53,10.0,5.24,1.79,normal
1335.22,88.82,5.78,0.0,normal
1434.55,148.89,10.31,0.97,normal
892.07,88.57,10.87,1.48,normal
602.19,94.37,1.0,0.0,normal
875.96,92.9,12.28,1.79,normal
1078.08,85.88,13.86,0.33,normal
710.87,107.27,9.61,5.11,normal
712.85,85.81,21.87,0.0,normal
1103.14,57.49,6.59,2.55,normal
985.4,38.16,8.19,0.0,normal
1009.84,60.04,8.02,0.0,normal
772.45,82.57,9.62,0.0,normal
930.88,57.36,8.36,0.92,normal
722.73,82.57,2.97,2.06,normal
1267.06,87.57,7.27,3.08,normal
1310.57,103.33,9.51,2.63,normal
446.14,121.31,16.14,0.0,macet
721.15,73.12,21.01,2.2,normal
551.04,17.69,16.68,1.09,normal
804.99,56.2,6.12,0.0,normal
974.97,71.76,6.52,0.18,normal
565.11,10.0,9.2,0.0,normal
723.44,125.55,18.92,0.56,normal
698.81,75.7,9.17,0.0,normal
1062.18,85.25,3.36,0.0,normal
1020.8,124.62,7.49,1.22,normal
783.48,44.79,13.79,1.44,normal
1053.05,92.96,13.45,0.22,normal
836.0,65.61,9.0,2.55,normal
918.5,62.64,13.42,0.11,normal
1502.04,39.11,1.0,0.05,normal
1402.14,136.62,10.52,1.49,normal
610.13,54.98,14.3,0.3,normal
1248.92,97.98,5.84,0.63,normal
1243.42,10.0,5.82,0.0,normal
655.52,117.2,1.0,0.53,normal
1245.63,112.09,17.95,0.0,normal
1461.38,73.9,6.4,0.0,normal
663.24,60.92,11.21,0.0,normal
724.75,86.0,13.02,0.0,normal
1305.3,161.55,17.56,0.0,normal
1081.45,10.0,9.23,0.0,normal
1165.44,101.28,7.3,1.5,normal
1102.18,33.54,10.87,0.83,normal
1117.21,69.2,16.42,0.0,normal
602.06,60.08,9.15,0.62,normal
1314.2,52.87,5.23,0.98,normal
1350.88,69.58,2.3,0.01,normal
931.18,24.63,3.89,0.41,normal
986.96,111.17,14.32,0.79,normal
540.67,10.0,8.4,1.65,normal
1154.28,91.59,6.96,0.0,normal
1171.62,56.94,6.42,0.13,normal
981.34,23.16,10.43,2.76,normal
1337.31,78.1,8.8,2.62,normal
899.78,10.0,8.63,1.78,normal
1169.38,71.59,16.75,1.31,normal
694.1,13.08,17.69,2.98,normal
992.93,88.45,1.95,3.38,normal
947.69,33.03,11.64,0.31,normal
1067.59,51.96,6.12,0.0,normal
889.14,81.76,8.76,0.09,normal
960.56,39.1,11.55,5.15,normal
1247.81,67.68,8.94,0.0,normal
868.97,10.0,11.15,0.0,normal
518.03,95.24,13.36,0.0,normal
1524.88,140.6,11.47,0.69,normal
1414.44,181.69,6.77,0.0,normal
612.32,73.65,6.85,0.34,normal
1206.91,101.53,2.8,0.0,normal
849.11,10.0,5.73,1.43,normal
1079.05,130.11,19.81,2.33,normal
1088.27,101.05,6.04,0.0,normal
929.68,50.64,4.03,0.3,normal
764.87,119.49,11.6,0.25,normal
792.84,59.82,9.45,0.77,normal
725.14,51.68,9.02,0.44,normal
750.45,89.01,17.05,1.65,normal
979.85,27.47,12.75,2.35,normal
785.27,110.86,7.35,0.0,normal
1204.62,27.76,7.88,0.04,normal
1446.17,28.0,7.49,1.85,normal
825.98,33.61,14.37,0.0,normal
1071.82,100.38,8.46,0.0,normal
1149.91,45.33,1.03,0.84,normal
1141.6,16.08,9.76,1.24,normal
1022.79,45.77,2.31,0.0,normal
1222.8,68.72,20.92,0.0,normal
1144.67,22.76,5.17,0.0,normal
628.7,23.93,9.19,0.0,normal
1260.75,154.45,11.29,1.54,normal
1266.19,35.58,8.56,0.0,normal
771.01,57.08,8.55,0.1,normal
1011.38,55.31,12.11,0.0,normal
1205.0,53.15,17.63,0.0,normal
937.21,94.85,13.84,1.81,normal
1321.89,107.93,17.39,0.0,normal
1709.16,57.76,4.77,0.78,normal
764.2,20.54,11.59,0.0,normal
585.69,120.98,10.78,0.0,macet
1091.15,66.19,11.76,1.63,normal
1216.47,139.21,16.88,4.38,normal
930.74,10.0,8.9,0.0,normal
1435.98,77.82,7.97,0.2,normal
598.42,146.74,12.67,1.12,macet
1207.88,55.87,1.11,0.0,normal
818.24,60.98,8.82,1.77,normal
1515.81,81.82,9.33,0.0,normal
1597.75,47.65,5.4,0.73,normal
770.0,57.52,15.29,0.0,normal
835.13,56.49,4.69,2.33,normal
1257.88,44.9,9.32,0.0,normal
883.86,119.15,11.47,0.0,normal
986.38,88.44,16.77,1.92,normal
1007.62,80.03,9.95,0.0,normal
424.1,102.34,14.68,0.6,macet
995.85,59.43,13.5,0.0,normal
793.08,39.03,10.62,0.0,normal
852.06,45.9,4.55,1.07,normal
1433.09,70.07,2.83,0.0,normal
623.05,27.63,10.53,0.0,normal
1243.96,49.99,7.29,1.24,normal
916.31,49.36,14.6,0.0,normal
916.07,154.98,13.73,1.73,normal
1237.11,10.0,9.08,0.82,normal
1102.02,62.82,4.21,1.15,normal
1171.18,139.03,12.55,2.36,normal
1290.46,74.87,4.91,0.98,normal
900.61,100.14,6.21,2.81,normal
816.33,73.99,5.1,1.87,normal
674.45,43.31,9.31,0.0,normal
752.38,10.0,15.85,2.44,normal
1884.73,78.22,9.97,0.9,normal
1373.4,38.98,7.78,0.0,normal
594.68,37.99,2.37,0.92,normal
603.26,50.04,12.76,2.17,normal
1144.56,139.79,6.1,1.18,normal
1164.18,166.19,10.59,3.23,normal
1164.67,78.69,8.23,2.13,normal
923.51,51.41,14.19,1.28,normal
962.36,22.91,9.21,0.0,normal
1098.36,88.74,9.71,0.23,normal
1025.77,141.32,12.43,0.61,normal
334.21,60.11,20.53,1.54,macet
931.06,10.0,14.44,1.46,normal
744.58,96.8,9.56,0.75,normal
1052.56,109.42,10.02,0.68,normal
1895.58,10.0,7.38,1.58,normal
1110.24,77.06,5.25,0.0,normal
905.94,88.05,7.24,3.04,normal
1276.54,67.08,6.14,0.0,normal
1144.81,38.37,13.27,2.68,normal
1126.03,110.64,4.64,0.43,normal
1182.06,53.86,16.67,2.0,normal
1616.96,10.59,13.76,1.05,normal
660.73,10.0,10.1,1.02,normal
1142.09,120.43,10.0,1.33,normal
722.09,94.67,7.21,1.71,normal
1166.65,73.52,11.35,0.01,normal
724.39,52.39,15.44,2.05,normal
874.79,48.84,6.48,0.0,normal
911.47,26.97,2.33,0.49,normal
1292.75,52.74,13.52,1.75,normal
1275.54,10.0,11.62,1.99,normal
626.28,40.56,4.4,1.19,normal
1016.48,57.56,6.33,0.0,normal
787.13,94.4,5.7,1.85,normal
622.45,68.4,6.38,0.0,normal
934.89,101.8,8.38,3.13,normal
907.46,123.97,8.67,0.37,normal
1728.01,112.33,6.75,0.0,normal
1129.89,88.82,6.21,0.0,normal
586.71,70.47,8.86,0.57,normal
830.57,30.77,10.84,0.71,normal
1306.41,99.6,8.42,3.45,normal
1626.53,137.19,15.79,0.0,normal
524.21,83.68,12.54,0.56,normal
436.02,146.69,2.05,0.0,macet
1561.29,10.0,12.62,0.0,normal
1116.88,23.83,13.03,3.03,normal
739.51,104.21,7.83,0.0,normal
1160.39,80.57,2.52,1.38,normal
209.28,122.55,10.04,1.09,macet
1001.01,69.38,9.96,0.46,normal
1098.35,35.28,4.39,1.28,normal
1277.28,61.46,2.74,0.0,normal
695.83,10.0,9.56,2.98,normal
1025.71,24.86,8.83,3.39,normal
722.37,108.9,7.91,0.57,normal
1076.62,104.91,9.58,4.13,normal
731.4,84.52,4.49,0.0,normal
877.57,10.0,7.83,1.1,normal
701.26,55.66,12.67,2.65,normal
1195.34,21.0,8.25,0.0,normal
1257.54,117.06,1.64,0.0,normal
929.61,46.65,7.64,0.0,normal
1011.47,26.57,4.65,3.59,normal
565.42,71.19,11.34,0.0,normal
910.1,44.39,11.59,0.22,normal
984.94,129.35,1.71,0.0,normal
1786.24,40.61,13.8,1.92,normal
666.41,14.03,4.44,0.0,normal
1439.25,10.0,17.8,0.0,normal
1299.06,68.77,9.76,0.95,normal
1084.19,47.52,3.77,0.0,normal
1527.59,12.84,4.29,0.23,normal
1111.63,117.57,11.74,2.6,normal
1116.75,96.69,8.04,1.14,normal
984.06,68.87,9.52,0.7,normal
1367.07,124.57,18.06,0.82,normal
1328.94,96.5,6.5,0.0,normal
812.3,37.09,10.3,3.49,normal
604.23,28.43,17.1,0.0,normal
939.11,102.72,11.35,0.82,normal
759.99,85.85,1.97,0.67,normal
980.94,76.79,12.53,2.01,normal
1371.23,36.14,4.18,2.15,normal
862.81,94.32,17.03,0.45,normal
987.15,39.78,5.89,0.94,normal
1017.41,65.92,24.85,0.99,normal
1254.53,127.88,17.34,0.0,normal
325.93,43.57,6.02,0.0,normal
817.99,10.0,10.1,0.0,normal
1063.39,27.9,13.77,0.0,normal
1360.02,109.77,13.92,0.0,normal
852.43,80.19,12.21,1.62,normal
437.03,64.84,16.26,0.5,normal
1185.91,49.64,9.39,0.18,normal
809.39,89.41,8.17,0.0,normal
643.1,36.04,8.27,0.43,normal
812.7,82.23,14.29,0.0,normal
944.64,40.75,11.83,0.26,normal
818.58,34.09,11.46,0.59,normal
338.33,44.5,13.98,0.86,normal
1269.12,54.98,1.0,0.0,normal
1382.46,68.05,11.55,0.84,normal
1195.46,79.42,11.09,0.0,normal
658.69,10.0,18.34,0.0,normal
939.55,37.69,2.36,1.58,normal
998.04,54.34,17.79,3.52,normal
1179.64,130.2,10.38,0.58,normal
1200.5,26.8,12.44,0.0,normal
779.75,76.51,18.38,0.78,normal
1024.6,129.8,12.8,1.91,normal
1137.18,17.48,12.0,1.43,normal
1436.75,85.76,11.21,4.61,normal
1211.35,37.91,7.58,0.0,normal
1236.72,49.81,9.86,0.88,normal
1025.15,37.88,6.42,2.82,normal
1423.14,40.73,9.78,2.73,normal
1122.93,178.88,1.0,0.0,normal
741.67,103.78,12.15,0.49,normal
1421.01,114.07,9.39,2.73,normal
1209.37,89.68,8.32,4.84,normal
867.09,10.0,11.1,1.56,normal
856.15,85.8,2.83,0.0,normal
1088.97,112.92,19.65,0.0,normal
1138.96,35.86,9.49,3.83,normal
1059.19,108.61,9.27,1.59,normal
1093.39,98.17,5.17,0.0,normal
1509.99,144.08,10.12,0.2,normal
1321.46,53.29,16.93,0.97,normal
1057.19,26.1,15.18,1.32,normal
1282.39,55.53,14.27,0.0,normal
690.24,127.42,12.73,0.0,normal
1119.38,10.0,8.21,0.0,normal
1542.79,10.0,2.75,2.06,normal
934.59,73.58,8.99,0.0,normal
745.71,52.3,8.82,1.2,normal
804.37,70.31,15.24,2.63,normal
673.11,107.81,11.55,0.83,normal
764.57,47.9,18.06,0.33,normal
888.85,10.0,15.99,0.79,normal
578.33,151.78,7.72,0.59,macet
1004.69,30.11,1.02,2.37,normal
1270.68,27.64,16.93,0.97,normal
727.67,114.15,16.8,0.0,normal
1455.79,54.62,3.17,2.07,normal
1153.24,67.46,17.55,2.35,normal
1309.17,89.31,11.91,0.0,normal
802.65,113.34,10.8,2.8,normal
1256.36,56.66,18.07,1.05,normal
672.42,130.8,16.72,0.92,normal
1267.07,10.0,13.26,2.01,normal
1051.55,100.39,12.37,0.0,normal
1165.98,36.42,13.08,1.93,normal
647.32,124.89,8.0,0.0,normal
731.48,75.68,9.72,0.0,normal
1179.17,43.08,5.49,0.0,normal
715.5,96.51,8.33,1.35,normal
1138.96,105.73,8.17,0.0,normal
589.86,95.68,6.82,2.92,macet
1254.45,28.81,10.68,2.28,normal
630.24,50.64,8.38,2.5,normal
1165.69,69.84,12.51,0.69,normal
1187.69,68.35,1.89,0.89,normal
790.97,99.99,9.43,0.0,normal
1174.61,10.0,10.66,1.99,normal
1078.13,83.37,8.45,1.07,normal
838.35,58.4,9.14,1.35,normal
697.43,36.46,2.07,3.03,normal
411.21,40.3,11.78,0.0,normal
1104.9,61.42,13.24,0.31,normal
530.56,10.0,12.47,0.99,normal
1028.6,41.95,15.19,0.0,normal
920.97,34.97,11.01,0.22,normal
1203.74,91.31,12.39,1.24,normal
909.39,37.78,10.78,0.01,normal
901.17,61.4,13.44,2.46,normal
1219.56,131.69,2.11,0.0,normal
1100.52,109.77,5.53,2.18,normal
1094.85,106.09,17.93,1.49,normal
1140.78,50.01,1.0,0.0,normal
539.33,91.72,9.3,0.0,normal
1227.04,60.64,15.86,0.0,normal
1183.74,62.16,9.53,0.0,normal
695.0,86.39,7.97,2.07,normal
926.78,46.12,10.65,0.42,normal
988.21,129.72,8.23,2.24,normal
959.65,63.59,10.15,0.0,normal
1100.16,94.73,6.58,1.56,normal
1429.41,128.22,15.54,0.0,normal
1324.53,111.27,17.12,0.0,normal
606.33,13.64,9.33,0.34,normal
1186.62,87.8,3.07,0.0,normal
1398.68,104.03,7.38,0.0,normal
1116.04,105.67,9.08,0.23,normal
1327.29,25.47,12.53,0.66,normal
1603.68,43.72,4.96,2.4,normal
1307.11,109.78,6.15,1.91,normal
1074.79,39.53,12.55,2.33,normal
1313.53,58.01,14.69,1.58,normal
1043.47,133.04,6.89,1.0,normal
1007.17,68.09,3.33,0.0,normal
894.58,40.93,26.42,0.72,normal
1469.02,34.9,13.92,1.4,normal
754.47,83.31,8.66,2.69,normal
1459.71,16.67,14.35,1.53,normal
1149.96,60.11,9.38,2.36,normal
580.21,83.33,14.34,0.0,normal
1110.29,121.97,10.8,0.01,normal
